date,tournament,team,opponent,location,result,score,opp_score,points,xg,city,country,neutral,age,min,crdY,crdR
2022-06-13,UEFA Nations League,Belarus,Azerbaijan,-1,L,0,2,0,NA,Mardakan,Azerbaijan,FALSE,24.8125,61.875,0,0
2022-06-13,UEFA Nations League,Kazakhstan,Slovakia,1,W,2,1,3,NA,Nur-Sultan,Kazakhstan,FALSE,28.3125,61.875,1,0
2022-06-13,UEFA Nations League,Slovakia,Kazakhstan,-1,L,1,2,0,NA,Nur-Sultan,Kazakhstan,FALSE,26.933333333333334,65.73333333333333,4,1
2022-06-13,Friendly,Albania,Estonia,1,D,0,0,1,NA,Tirana,Albania,FALSE,24.764705882352942,58.23529411764706,1,0
2022-06-13,Friendly,Estonia,Albania,-1,D,0,0,1,NA,Tirana,Albania,FALSE,25.375,58.23529411764706,2,0
2022-06-14,FIFA World Cup qualification,Costa Rica,New Zealand,0,W,1,0,3,NA,Al Rayyan,Qatar,TRUE,28.6875,61.875,2,0
2022-06-14,FIFA World Cup qualification,New Zealand,Costa Rica,0,L,0,1,0,NA,Al Rayyan,Qatar,TRUE,25,60.5,1,1
2022-06-14,AFC Asian Cup qualification,Indonesia,Nepal,0,W,7,0,3,NA,Kuwait City,Kuwait,TRUE,23.1875,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Nepal,Indonesia,0,L,0,7,0,NA,Kuwait City,Kuwait,TRUE,23.5625,58.25,3,1
2022-06-14,AFC Asian Cup qualification,Palestine,Philippines,0,W,4,0,3,NA,Ulaanbaatar,Mongolia,TRUE,26,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Philippines,Palestine,0,L,0,4,0,NA,Ulaanbaatar,Mongolia,TRUE,27.5625,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Maldives,Sri Lanka,0,W,1,0,3,NA,Namangan,Uzbekistan,TRUE,27.733333333333334,66,2,0
2022-06-14,AFC Asian Cup qualification,Sri Lanka,Maldives,0,L,0,1,0,NA,Namangan,Uzbekistan,TRUE,26,76.15384615384616,1,0
2022-06-14,AFC Asian Cup qualification,Uzbekistan,Thailand,1,W,2,0,3,NA,Namangan,Uzbekistan,FALSE,26.333333333333332,66,2,0
2022-06-14,AFC Asian Cup qualification,Thailand,Uzbekistan,-1,L,0,2,0,NA,Namangan,Uzbekistan,FALSE,28.9375,61.875,2,0
2014-06-12,FIFA World Cup,Brazil,Croatia,1,W,3,1,3,NA,São Paulo,Brazil,FALSE,26.857142857142858,70.71428571428572,2,0
2014-06-12,FIFA World Cup,Croatia,Brazil,-1,L,1,3,0,NA,São Paulo,Brazil,FALSE,26.384615384615383,76.15384615384616,2,0
2022-06-14,AFC Asian Cup qualification,Afghanistan,Cambodia,0,D,2,2,1,NA,Kolkota,India,TRUE,27.75,61.875,2,0
2022-06-14,AFC Asian Cup qualification,Cambodia,Afghanistan,0,D,2,2,1,NA,Kolkota,India,TRUE,23,61.875,1,0
2022-06-14,AFC Asian Cup qualification,India,Hong Kong,1,W,4,0,3,NA,Kolkota,India,FALSE,25.1875,61.875,2,0
2022-06-14,AFC Asian Cup qualification,Hong Kong,India,-1,L,0,4,0,NA,Kolkota,India,FALSE,27.125,61.875,2,0
2022-06-14,AFC Asian Cup qualification,Bahrain,Turkmenistan,0,W,1,0,3,NA,Kuala Lumpur,Malaysia,TRUE,29.6875,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Turkmenistan,Bahrain,0,L,0,1,0,NA,Kuala Lumpur,Malaysia,TRUE,28.5,61.875,0,0
2022-06-14,AFC Asian Cup qualification,Malaysia,Bangladesh,1,W,4,1,3,NA,Kuala Lumpur,Malaysia,FALSE,25.5625,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Bangladesh,Malaysia,-1,L,1,4,0,NA,Kuala Lumpur,Malaysia,FALSE,23.5,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Myanmar,Singapore,0,L,2,6,0,NA,Bishkek,Kyrgyzstan,TRUE,24.75,61.875,1,0
2022-06-14,AFC Asian Cup qualification,Singapore,Myanmar,0,W,6,2,3,NA,Bishkek,Kyrgyzstan,TRUE,27.5,61.875,1,0
2022-06-14,UEFA Nations League,England,Hungary,1,L,0,4,0,NA,Wolverhampton,England,FALSE,24.466666666666665,65.4,3,1
2022-06-14,UEFA Nations League,Hungary,England,-1,W,4,0,3,NA,Wolverhampton,England,FALSE,27.266666666666666,66,1,0
2022-06-14,UEFA Nations League,Germany,Italy,1,W,5,2,3,NA,Mönchengladbach,Germany,FALSE,26.8125,61.875,2,0
2022-06-14,UEFA Nations League,Italy,Germany,-1,L,2,5,0,NA,Mönchengladbach,Germany,FALSE,24.125,61.875,0,0
2022-06-14,UEFA Nations League,Netherlands,Wales,1,W,3,2,3,NA,Rotterdam,Netherlands,FALSE,25.733333333333334,66,2,0
2022-06-14,UEFA Nations League,Wales,Netherlands,-1,L,2,3,0,NA,Rotterdam,Netherlands,FALSE,26.333333333333332,66,3,0
2022-06-14,UEFA Nations League,Poland,Belgium,1,L,0,1,0,NA,Warsaw,Poland,FALSE,27.4375,61.875,1,0
2022-06-14,UEFA Nations League,Belgium,Poland,-1,W,1,0,3,NA,Warsaw,Poland,FALSE,28.875,61.875,0,0
2022-06-14,UEFA Nations League,Armenia,Scotland,1,L,1,4,0,NA,Yerevan,Armenia,FALSE,28.0625,58.875,5,2
2022-06-14,UEFA Nations League,Scotland,Armenia,-1,W,4,1,3,NA,Yerevan,Armenia,FALSE,25.6875,61.875,2,0
2014-06-13,FIFA World Cup,Chile,Australia,0,W,3,1,3,NA,Cuiabá,Brazil,TRUE,26.928571428571427,70.71428571428572,1,0
2014-06-13,FIFA World Cup,Australia,Chile,0,L,1,3,0,NA,Cuiabá,Brazil,TRUE,26,70.71428571428572,3,0
2022-06-14,UEFA Nations League,Romania,Montenegro,1,L,0,3,0,NA,Bucharest,Romania,FALSE,26,61.875,4,0
2022-06-14,UEFA Nations League,Montenegro,Romania,-1,W,3,0,3,NA,Bucharest,Romania,FALSE,28.1875,61.875,3,0
2022-06-14,UEFA Nations League,Luxembourg,Faroe Islands,1,D,2,2,1,NA,Luxembourg,Luxembourg,FALSE,26,66,1,0
2022-06-14,UEFA Nations League,Faroe Islands,Luxembourg,-1,D,2,2,1,NA,Luxembourg,Luxembourg,FALSE,28.5,61.875,0,0
2022-06-14,UEFA Nations League,Moldova,Andorra,1,W,2,1,3,NA,Chișinău,Moldova,FALSE,26.866666666666667,66,2,0
2022-06-14,UEFA Nations League,Andorra,Moldova,-1,L,1,2,0,NA,Chișinău,Moldova,FALSE,28.125,61.875,2,0
2022-06-14,UEFA Nations League,Liechtenstein,Latvia,1,L,0,2,0,NA,Vaduz,Liechtenstein,FALSE,24.8125,61.875,3,0
2022-06-14,UEFA Nations League,Latvia,Liechtenstein,-1,W,2,0,3,NA,Vaduz,Liechtenstein,FALSE,26.8125,61.875,2,0
2022-08-31,Friendly,Mexico,Paraguay,0,L,0,1,0,NA,Atlanta,United States,TRUE,24.8125,61.875,1,0
2022-08-31,Friendly,Paraguay,Mexico,0,W,1,0,3,NA,Atlanta,United States,TRUE,27.5,70.71428571428571,1,0
2022-09-21,Friendly,Hong Kong,Myanmar,1,W,2,0,3,NA,Hong Kong,Hong Kong,FALSE,29.11764705882353,58.23529411764706,0,0
2022-09-21,Friendly,Myanmar,Hong Kong,-1,L,0,2,0,NA,Hong Kong,Hong Kong,FALSE,25.88235294117647,58.23529411764705,1,0
2022-09-21,Friendly,San Marino,Seychelles,1,D,0,0,1,NA,Serravalle,San Marino,FALSE,27.11764705882353,58.23529411764705,1,0
2022-09-21,Friendly,Seychelles,San Marino,-1,D,0,0,1,NA,Serravalle,San Marino,FALSE,25.533333333333335,66,2,0
2022-09-21,UEFA Nations League,Scotland,Ukraine,1,W,3,0,3,NA,Glasgow,Scotland,FALSE,26.75,61.875,0,0
2022-09-21,UEFA Nations League,Ukraine,Scotland,-1,L,0,3,0,NA,Glasgow,Scotland,FALSE,26.375,61.875,5,0
2022-09-22,Friendly,Australia,New Zealand,1,W,1,0,3,NA,Brisbane,Australia,FALSE,27.41176470588235,58.23529411764706,1,0
2022-09-22,Friendly,New Zealand,Australia,-1,L,0,1,0,NA,Brisbane,Australia,FALSE,24.705882352941178,58.23529411764706,1,0
2022-09-22,Friendly,Cambodia,Bangladesh,1,L,0,1,0,NA,Phnom Penh,Cambodia,FALSE,24.529411764705884,58.23529411764706,0,0
2022-09-22,Friendly,Bangladesh,Cambodia,-1,W,1,0,3,NA,Phnom Penh,Cambodia,FALSE,23.705882352941178,58.23529411764706,1,0
1998-06-26,FIFA World Cup,Argentina,Croatia,0,W,1,0,3,NA,Bordeaux,France,TRUE,26.928571428571427,70.71428571428571,3,0
1998-06-26,FIFA World Cup,Croatia,Argentina,0,L,0,1,0,NA,Bordeaux,France,TRUE,28.384615384615383,76.15384615384616,4,0
2014-06-13,FIFA World Cup,Mexico,Cameroon,0,W,1,0,3,NA,Natal,Brazil,TRUE,27.857142857142858,70.71428571428571,1,0
2014-06-13,FIFA World Cup,Cameroon,Mexico,0,L,0,1,0,NA,Natal,Brazil,TRUE,27.615384615384617,76.15384615384616,1,0
2022-09-22,Friendly,Iceland,Venezuela,0,W,1,0,3,NA,Maria Enzersdorf,Austria,TRUE,25.470588235294116,58.23529411764706,0,0
2022-09-22,Friendly,Venezuela,Iceland,0,L,0,1,0,NA,Maria Enzersdorf,Austria,TRUE,26.9375,61.875,5,0
2022-09-22,Friendly,Suriname,Nicaragua,0,W,2,1,3,NA,Almere,Netherlands,TRUE,27.375,61.875,2,0
2022-09-22,Friendly,Nicaragua,Suriname,0,L,1,2,0,NA,Almere,Netherlands,TRUE,26.41176470588235,58.23529411764706,2,0
2022-09-22,UEFA Nations League,Croatia,Denmark,1,W,2,1,3,NA,Zagreb,Croatia,FALSE,27.6875,61.875,1,0
2022-09-22,UEFA Nations League,Denmark,Croatia,-1,L,1,2,0,NA,Zagreb,Croatia,FALSE,27.1875,61.875,1,0
2022-09-22,UEFA Nations League,France,Austria,1,W,2,0,3,NA,Paris,France,FALSE,25.75,61.875,0,0
2022-09-22,UEFA Nations League,Austria,France,-1,L,0,2,0,NA,Paris,France,FALSE,26.8125,61.875,1,0
2022-09-22,UEFA Nations League,Belgium,Wales,1,W,2,1,3,NA,Brussels,Belgium,FALSE,28.6875,61.875,0,0
2022-09-22,UEFA Nations League,Wales,Belgium,-1,L,1,2,0,NA,Brussels,Belgium,FALSE,25.214285714285715,70.71428571428572,3,0
2022-09-22,UEFA Nations League,Poland,Netherlands,1,L,0,2,0,NA,Warsaw,Poland,FALSE,27.25,61.875,1,0
2022-09-22,UEFA Nations League,Netherlands,Poland,-1,W,2,0,3,NA,Warsaw,Poland,FALSE,27.375,61.875,4,0
2022-09-22,UEFA Nations League,Lithuania,Faroe Islands,1,D,1,1,1,NA,Vilnius,Lithuania,FALSE,27.4375,61.875,4,0
2022-09-22,UEFA Nations League,Faroe Islands,Lithuania,-1,D,1,1,1,NA,Vilnius,Lithuania,FALSE,28.266666666666666,66,0,0
2022-09-22,UEFA Nations League,Kazakhstan,Belarus,1,W,2,1,3,NA,Astana,Kazakhstan,FALSE,27.8,65.93333333333334,5,1
2022-09-22,UEFA Nations League,Belarus,Kazakhstan,-1,L,1,2,0,NA,Astana,Kazakhstan,FALSE,25.933333333333334,66,2,0
2022-09-22,UEFA Nations League,Slovakia,Azerbaijan,1,L,1,2,0,NA,Trnava,Slovakia,FALSE,25.266666666666666,66,2,0
2022-09-22,UEFA Nations League,Azerbaijan,Slovakia,-1,W,2,1,3,NA,Trnava,Slovakia,FALSE,26.4,66,3,0
2022-09-22,UEFA Nations League,Latvia,Moldova,1,L,1,2,0,NA,Riga,Latvia,FALSE,26.642857142857142,70.71428571428571,1,0
2022-09-22,UEFA Nations League,Moldova,Latvia,-1,W,2,1,3,NA,Riga,Latvia,FALSE,26.933333333333334,66,3,0
2014-06-13,FIFA World Cup,Spain,Netherlands,0,L,1,5,0,NA,Salvador,Brazil,TRUE,28.142857142857142,70.71428571428572,1,0
2014-06-13,FIFA World Cup,Netherlands,Spain,0,W,5,1,3,NA,Salvador,Brazil,TRUE,25.857142857142858,70.71428571428572,3,0
2022-09-22,UEFA Nations League,Liechtenstein,Andorra,1,L,0,2,0,NA,Vaduz,Liechtenstein,FALSE,24.733333333333334,66,4,0
2022-09-22,UEFA Nations League,Andorra,Liechtenstein,-1,W,2,0,3,NA,Vaduz,Liechtenstein,FALSE,27.333333333333332,66,3,0
2022-09-23,Friendly,Algeria,Guinea,1,W,1,0,3,NA,Oran,Algeria,FALSE,27.58823529411765,58.23529411764706,2,0
2022-09-23,Friendly,Guinea,Algeria,-1,L,0,1,0,NA,Oran,Algeria,FALSE,25,66,1,0
2022-09-23,Friendly,Argentina,Honduras,0,W,3,0,3,NA,Miami Gardens,United States,TRUE,26.529411764705884,58.23529411764706,0,0
2022-09-23,Friendly,Honduras,Argentina,0,L,0,3,0,NA,Miami Gardens,United States,TRUE,26.529411764705884,58.23529411764706,2,0
2022-09-23,Friendly,Brazil,Ghana,0,W,3,0,3,NA,Le Havre,France,TRUE,26.88235294117647,58.23529411764706,3,0
2022-09-23,Friendly,Ghana,Brazil,0,L,0,3,0,NA,Le Havre,France,TRUE,25.705882352941178,58.23529411764706,3,0
2022-09-23,Friendly,Egypt,Niger,1,W,3,0,3,NA,Alexandria,Egypt,FALSE,27.41176470588235,58.23529411764705,0,0
2022-09-23,Friendly,Niger,Egypt,-1,L,0,3,0,NA,Alexandria,Egypt,FALSE,26.533333333333335,66,2,0
2022-09-23,Friendly,Mali,Zambia,1,W,1,0,3,NA,Bamako,Mali,FALSE,24.1875,61.875,1,0
2022-09-23,Friendly,Zambia,Mali,-1,L,0,1,0,NA,Bamako,Mali,FALSE,24.53846153846154,76.15384615384616,1,0
2022-09-23,Friendly,Morocco,Chile,0,W,2,0,3,NA,Barcelona,Spain,TRUE,25.647058823529413,58.23529411764705,1,0
2022-09-23,Friendly,Chile,Morocco,0,L,0,2,0,NA,Barcelona,Spain,TRUE,27.470588235294116,58.23529411764706,4,0
2022-09-23,Friendly,Saudi Arabia,Ecuador,0,D,0,0,1,NA,Murcia,Spain,TRUE,27.41176470588235,58.23529411764705,2,0
2022-09-23,Friendly,Ecuador,Saudi Arabia,0,D,0,0,1,NA,Murcia,Spain,TRUE,25.0625,61.875,1,0
2022-09-23,UEFA Nations League,Germany,Hungary,1,L,0,1,0,NA,Leipzig,Germany,FALSE,26.733333333333334,66,2,0
2022-09-23,UEFA Nations League,Hungary,Germany,-1,W,1,0,3,NA,Leipzig,Germany,FALSE,26.866666666666667,66,1,0
2022-09-23,UEFA Nations League,Italy,England,1,W,1,0,3,NA,Milan,Italy,FALSE,26.5,61.875,2,0
2022-09-23,UEFA Nations League,England,Italy,-1,L,0,1,0,NA,Milan,Italy,FALSE,25.846153846153847,76.15384615384616,1,0
2014-06-14,FIFA World Cup,Colombia,Greece,0,W,3,0,3,NA,Belo Horizonte,Brazil,TRUE,26.928571428571427,70.71428571428572,1,0
2014-06-14,FIFA World Cup,Greece,Colombia,0,L,0,3,0,NA,Belo Horizonte,Brazil,TRUE,28.785714285714285,70.71428571428572,2,0
2022-09-23,UEFA Nations League,Finland,Romania,1,D,1,1,1,NA,Helsinki,Finland,FALSE,26.75,61.875,3,0
2022-09-23,UEFA Nations League,Romania,Finland,-1,D,1,1,1,NA,Helsinki,Finland,FALSE,25.875,61.875,2,0
2022-09-23,UEFA Nations League,Bulgaria,Gibraltar,1,W,5,1,3,NA,Razgrad,Bulgaria,FALSE,23.0625,61.875,0,0
2022-09-23,UEFA Nations League,Gibraltar,Bulgaria,-1,L,1,5,0,NA,Razgrad,Bulgaria,FALSE,28.25,61.875,0,0
2022-09-23,UEFA Nations League,Estonia,Malta,1,W,2,1,3,NA,Tallinn,Estonia,FALSE,28.5625,61.875,1,0
2022-09-23,UEFA Nations League,Malta,Estonia,-1,L,1,2,0,NA,Tallinn,Estonia,FALSE,26.666666666666668,62.93333333333333,1,1
2022-09-24,Friendly,Colombia,Guatemala,0,W,4,1,3,NA,Harrison,United States,TRUE,27.235294117647058,58.23529411764706,0,0
2022-09-24,Friendly,Guatemala,Colombia,0,L,1,4,0,NA,Harrison,United States,TRUE,26.5625,61.875,1,0
2022-09-24,Friendly,Hong Kong,Myanmar,1,D,0,0,1,NA,Hong Kong,Hong Kong,FALSE,29.058823529411764,58.23529411764706,1,0
2022-09-24,Friendly,Myanmar,Hong Kong,-1,D,0,0,1,NA,Hong Kong,Hong Kong,FALSE,25.75,61.875,3,0
2022-09-24,Friendly,Indonesia,Curaçao,1,W,3,2,3,NA,Bandung,Indonesia,FALSE,23.11764705882353,58.23529411764705,1,0
2022-09-24,Friendly,Curaçao,Indonesia,-1,L,2,3,0,NA,Bandung,Indonesia,FALSE,26.666666666666668,66,1,0
2022-09-24,Friendly,Laos,Maldives,0,L,1,3,0,NA,Bandar Seri Begawan,Brunei,TRUE,21,61.875,1,0
2022-09-24,Friendly,Maldives,Laos,0,W,3,1,3,NA,Bandar Seri Begawan,Brunei,TRUE,27.25,61.875,2,0
2022-09-24,Friendly,Mauritania,Benin,0,W,1,0,3,NA,Mohammedia,Morocco,TRUE,26.1875,61.875,2,0
2022-09-24,Friendly,Benin,Mauritania,0,L,0,1,0,NA,Mohammedia,Morocco,TRUE,26.428571428571427,70.71428571428571,0,0
2022-09-24,Friendly,Mexico,Peru,0,W,1,0,3,NA,Pasadena,United States,TRUE,27.266666666666666,66,1,0
2022-09-24,Friendly,Peru,Mexico,0,L,0,1,0,NA,Pasadena,United States,TRUE,29.176470588235293,58.23529411764705,2,0
2022-09-24,Friendly,South Africa,Sierra Leone,1,W,4,0,3,NA,Johannesburg,South Africa,FALSE,26.4375,61.875,2,0
2022-09-24,Friendly,Sierra Leone,South Africa,-1,L,0,4,0,NA,Johannesburg,South Africa,FALSE,23.941176470588236,58.23529411764705,1,0
2014-06-14,FIFA World Cup,England,Italy,0,L,1,2,0,NA,Manaus,Brazil,TRUE,25.928571428571427,70.71428571428571,1,0
2014-06-14,FIFA World Cup,Italy,England,0,W,2,1,3,NA,Manaus,Brazil,TRUE,27.785714285714285,70.71428571428571,0,0
2022-09-24,UEFA Nations League,Czech Republic,Portugal,1,L,0,4,0,NA,Prague,Czech Republic,FALSE,27.1875,61.875,0,0
2022-09-24,UEFA Nations League,Portugal,Czech Republic,-1,W,4,0,3,NA,Prague,Czech Republic,FALSE,27.3125,61.875,0,0
2022-09-24,UEFA Nations League,Spain,Switzerland,1,L,1,2,0,NA,Zaragoza,Spain,FALSE,25.375,61.875,0,0
2022-09-24,UEFA Nations League,Switzerland,Spain,-1,W,2,1,3,NA,Zaragoza,Spain,FALSE,27.375,61.875,1,0
2022-09-24,UEFA Nations League,Armenia,Ukraine,1,L,0,5,0,NA,Yerevan,Armenia,FALSE,28.5,61.875,2,0
2022-09-24,UEFA Nations League,Ukraine,Armenia,-1,W,5,0,3,NA,Yerevan,Armenia,FALSE,25.625,61.875,2,0
2022-09-24,UEFA Nations League,Israel,Albania,1,W,2,1,3,NA,Tel Aviv,Israel,FALSE,25.375,61.875,2,0
2022-09-24,UEFA Nations League,Albania,Israel,-1,L,1,2,0,NA,Tel Aviv,Israel,FALSE,26.875,61.875,2,0
2022-09-24,UEFA Nations League,Slovenia,Norway,1,W,2,1,3,NA,Ljubljana,Slovenia,FALSE,26.2,66,3,0
2022-09-24,UEFA Nations League,Norway,Slovenia,-1,L,1,2,0,NA,Ljubljana,Slovenia,FALSE,25.133333333333333,66,2,0
2022-09-24,UEFA Nations League,Serbia,Sweden,1,W,4,1,3,NA,Belgrade,Serbia,FALSE,26.125,61.875,3,0
2022-09-24,UEFA Nations League,Sweden,Serbia,-1,L,1,4,0,NA,Belgrade,Serbia,FALSE,26.5625,61.875,1,0
2022-09-24,UEFA Nations League,Northern Ireland,Kosovo,1,W,2,1,3,NA,Belfast,Northern Ireland,FALSE,27.625,61.875,0,0
2022-09-24,UEFA Nations League,Kosovo,Northern Ireland,-1,L,1,2,0,NA,Belfast,Northern Ireland,FALSE,25.857142857142858,70.71428571428571,1,0
2022-09-24,UEFA Nations League,Cyprus,Greece,1,W,1,0,3,NA,Larnaca,Cyprus,FALSE,25.625,61.875,1,0
2022-09-24,UEFA Nations League,Greece,Cyprus,-1,L,0,1,0,NA,Larnaca,Cyprus,FALSE,26.1875,61.875,2,0
2022-09-25,Friendly,New Zealand,Australia,1,L,0,2,0,NA,Auckland,New Zealand,FALSE,25.0625,61.875,1,0
2022-09-25,Friendly,Australia,New Zealand,-1,W,2,0,3,NA,Auckland,New Zealand,FALSE,25.0625,61.875,2,0
2022-09-25,UEFA Nations League,Austria,Croatia,1,L,1,3,0,NA,Vienna,Austria,FALSE,26.875,61.875,2,0
2022-09-25,UEFA Nations League,Croatia,Austria,-1,W,3,1,3,NA,Vienna,Austria,FALSE,28,61.875,2,0
2014-06-14,FIFA World Cup,Uruguay,Costa Rica,0,L,1,3,0,NA,Fortaleza,Brazil,TRUE,28.571428571428573,70.64285714285714,3,1
2014-06-14,FIFA World Cup,Costa Rica,Uruguay,0,W,3,1,3,NA,Fortaleza,Brazil,TRUE,26.5,70.71428571428571,0,0
2022-09-25,UEFA Nations League,Denmark,France,1,W,2,0,3,NA,Copenhagen,Denmark,FALSE,26.375,61.875,2,0
2022-09-25,UEFA Nations League,France,Denmark,-1,L,0,2,0,NA,Copenhagen,Denmark,FALSE,24.8125,61.875,0,0
2022-09-25,UEFA Nations League,Wales,Poland,1,L,0,1,0,NA,Cardiff,Wales,FALSE,24.928571428571427,70.71428571428571,4,0
2022-09-25,UEFA Nations League,Poland,Wales,-1,W,1,0,3,NA,Cardiff,Wales,FALSE,27.285714285714285,70.71428571428571,3,0
2022-09-25,UEFA Nations League,Netherlands,Belgium,1,W,1,0,3,NA,Amsterdam,Netherlands,FALSE,27.0625,61.875,2,0
2022-09-25,UEFA Nations League,Belgium,Netherlands,-1,L,0,1,0,NA,Amsterdam,Netherlands,FALSE,27.75,61.875,2,0
2022-09-25,UEFA Nations League,Luxembourg,Lithuania,1,W,1,0,3,NA,Luxembourg,Luxembourg,FALSE,26.133333333333333,66,4,0
2022-09-25,UEFA Nations League,Lithuania,Luxembourg,-1,L,0,1,0,NA,Luxembourg,Luxembourg,FALSE,26.666666666666668,66,4,0
2022-09-25,UEFA Nations League,Slovakia,Belarus,0,D,1,1,1,NA,Bačka Topola,Serbia,TRUE,26.933333333333334,66,1,0
2022-09-25,UEFA Nations League,Belarus,Slovakia,0,D,1,1,1,NA,Bačka Topola,Serbia,TRUE,25.857142857142858,70.71428571428571,5,0
2022-09-25,UEFA Nations League,Azerbaijan,Kazakhstan,1,W,3,0,3,NA,Baku,Azerbaijan,FALSE,26,61.875,3,0
2022-09-25,UEFA Nations League,Kazakhstan,Azerbaijan,-1,L,0,3,0,NA,Baku,Azerbaijan,FALSE,27.5,58.375,4,1
2022-09-25,UEFA Nations League,Andorra,Latvia,1,D,1,1,1,NA,Andorra la Vella,Andorra,FALSE,27.75,61.875,2,0
2022-09-25,UEFA Nations League,Latvia,Andorra,-1,D,1,1,1,NA,Andorra la Vella,Andorra,FALSE,27.53846153846154,76.15384615384616,4,0
2022-09-25,UEFA Nations League,Moldova,Liechtenstein,1,W,2,0,3,NA,Chișinău,Moldova,FALSE,27.333333333333332,66,2,0
2022-09-25,UEFA Nations League,Liechtenstein,Moldova,-1,L,0,2,0,NA,Chișinău,Moldova,FALSE,24.5625,61.875,3,0
2022-09-26,Friendly,Ethiopia,Sudan,1,D,2,2,1,NA,Addis Ababa,Ethiopia,FALSE,25.5,61.875,1,0
2022-09-26,Friendly,Sudan,Ethiopia,-1,D,2,2,1,NA,Addis Ababa,Ethiopia,FALSE,26.733333333333334,66,2,0
2022-09-26,UEFA Nations League,England,Germany,1,D,3,3,1,NA,London,England,FALSE,26.133333333333333,66,0,0
2022-09-26,UEFA Nations League,Germany,England,-1,D,3,3,1,NA,London,England,FALSE,26.1875,61.875,2,0
2014-06-15,FIFA World Cup,France,Honduras,0,W,3,0,3,NA,Porto Alegre,Brazil,TRUE,26.285714285714285,70.71428571428571,3,0
2014-06-15,FIFA World Cup,Honduras,France,0,L,0,3,0,NA,Porto Alegre,Brazil,TRUE,28.571428571428573,67.28571428571429,4,1
2022-09-26,UEFA Nations League,Hungary,Italy,1,L,0,2,0,NA,Budapest,Hungary,FALSE,26.5625,61.875,2,0
2022-09-26,UEFA Nations League,Italy,Hungary,-1,W,2,0,3,NA,Budapest,Hungary,FALSE,26.5,61.875,1,0
2022-09-26,UEFA Nations League,Montenegro,Finland,1,L,0,2,0,NA,Podgorica,Montenegro,FALSE,29.3125,57.25,6,1
2022-09-26,UEFA Nations League,Finland,Montenegro,-1,W,2,0,3,NA,Podgorica,Montenegro,FALSE,26.2,66,2,0
2022-09-26,UEFA Nations League,Gibraltar,Georgia,1,L,1,2,0,NA,Gibraltar,Gibraltar,FALSE,28.866666666666667,66,3,0
2022-09-26,UEFA Nations League,Georgia,Gibraltar,-1,W,2,1,3,NA,Gibraltar,Gibraltar,FALSE,25.6875,61.875,3,0
2022-09-26,UEFA Nations League,San Marino,Estonia,1,L,0,4,0,NA,Serravalle,San Marino,FALSE,27.125,61.875,1,0
2022-09-26,UEFA Nations League,Estonia,San Marino,-1,W,4,0,3,NA,Serravalle,San Marino,FALSE,26.9375,61.875,1,0
2022-09-27,Friendly,Algeria,Nigeria,1,W,2,1,3,NA,Oran,Algeria,FALSE,27.133333333333333,66,1,0
2022-09-27,Friendly,Nigeria,Algeria,-1,L,1,2,0,NA,Oran,Algeria,FALSE,24.666666666666668,66,2,0
2022-09-27,Friendly,Bahrain,Panama,1,L,0,2,0,NA,Riffa,Bahrain,FALSE,28.235294117647058,58.23529411764705,2,0
2022-09-27,Friendly,Panama,Bahrain,-1,W,2,0,3,NA,Riffa,Bahrain,FALSE,23.647058823529413,58.23529411764706,3,0
2022-09-27,Friendly,Brazil,Tunisia,0,W,5,1,3,NA,Paris,France,TRUE,26.823529411764707,58.23529411764705,2,0
2022-09-27,Friendly,Tunisia,Brazil,0,L,1,5,0,NA,Paris,France,TRUE,26.529411764705884,55.352941176470594,3,1
2022-09-27,Friendly,Canada,Uruguay,0,L,0,2,0,NA,Bratislava,Slovakia,TRUE,25.75,61.875,2,0
2022-09-27,Friendly,Uruguay,Canada,0,W,2,0,3,NA,Bratislava,Slovakia,TRUE,26.11764705882353,58.23529411764706,1,0
2022-09-27,Friendly,Honduras,Guatemala,0,W,2,1,3,NA,Houston,United States,TRUE,25.941176470588236,58.23529411764706,3,0
2022-09-27,Friendly,Guatemala,Honduras,0,L,1,2,0,NA,Houston,United States,TRUE,26.625,61.875,2,0
2022-09-27,Friendly,Indonesia,Curaçao,1,W,2,1,3,NA,Cibinong,Indonesia,FALSE,22.0625,61.875,3,0
2022-09-27,Friendly,Curaçao,Indonesia,-1,L,1,2,0,NA,Cibinong,Indonesia,FALSE,26.133333333333333,65.26666666666667,5,1
2014-06-15,FIFA World Cup,Switzerland,Ecuador,0,W,2,1,3,NA,Brasília,Brazil,TRUE,25.46153846153846,76.15384615384616,1,0
2014-06-15,FIFA World Cup,Ecuador,Switzerland,0,L,1,2,0,NA,Brasília,Brazil,TRUE,26.615384615384617,76.15384615384616,1,0
2022-09-27,Friendly,Mexico,Colombia,0,L,2,3,0,NA,Santa Clara,United States,TRUE,26.88235294117647,58.23529411764706,1,0
2022-09-27,Friendly,Colombia,Mexico,0,W,3,2,3,NA,Santa Clara,United States,TRUE,27.352941176470587,58.23529411764706,2,0
