date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_result,home_points,away_result,away_points,home_xg,away_xg,age_home,age_away,min_home,min_away,crdY_home,crdY_away,crdR_home,crdR_away,MatchURL
2018-09-07,United States,Brazil,0,2,Friendly,East Rutherford,United States,FALSE,L,0,W,3,NA,NA,22.875,25.941176470588236,61.875,58.23529411764706,0,0,0,0,https://fbref.com/en/matches/ef28942f/United-States-Brazil-September-7-2018-Friendlies-M
2018-09-07,Venezuela,Colombia,1,2,Friendly,Miami Gardens,United States,TRUE,L,0,W,3,NA,NA,24.58823529411765,26.176470588235293,58.23529411764705,58.23529411764705,0,0,0,0,https://fbref.com/en/matches/72f863c3/Venezuela-Colombia-September-7-2018-Friendlies-M
2018-09-08,Switzerland,Iceland,6,0,UEFA Nations League,St. Gallen,Switzerland,FALSE,W,3,L,0,NA,NA,24.428571428571427,29.357142857142858,70.71428571428572,70.71428571428572,3,1,0,0,https://fbref.com/en/matches/62382e42/Switzerland-Iceland-September-8-2018-UEFA-Nations-League
2018-09-08,England,Spain,1,2,UEFA Nations League,London,England,FALSE,L,0,W,3,NA,NA,24.5,27.071428571428573,70.71428571428572,70.71428571428571,4,1,0,0,https://fbref.com/en/matches/63fe0c8e/England-Spain-September-8-2018-UEFA-Nations-League
2018-09-08,Finland,Hungary,1,0,UEFA Nations League,Tampere,Finland,FALSE,W,3,L,0,NA,NA,26.928571428571427,26.857142857142858,70.71428571428572,70.71428571428571,1,4,0,0,https://fbref.com/en/matches/cb69bbdb/Finland-Hungary-September-8-2018-UEFA-Nations-League
2018-09-08,Estonia,Greece,0,1,UEFA Nations League,Tallinn,Estonia,FALSE,L,0,W,3,NA,NA,28.214285714285715,26.642857142857142,70.71428571428571,70.71428571428572,2,0,0,0,https://fbref.com/en/matches/02dd85e1/Estonia-Greece-September-8-2018-UEFA-Nations-League
2018-09-08,Belarus,San Marino,5,0,UEFA Nations League,Minsk,Belarus,FALSE,W,3,L,0,NA,NA,28.928571428571427,26.571428571428573,70.71428571428572,70.71428571428572,2,4,0,0,https://fbref.com/en/matches/4f3a89cd/Belarus-San-Marino-September-8-2018-UEFA-Nations-League
2018-09-08,Luxembourg,Moldova,4,0,UEFA Nations League,Luxembourg City,Luxembourg,FALSE,W,3,L,0,NA,NA,26.142857142857142,26.428571428571427,70.71428571428572,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/efe63682/Luxembourg-Moldova-September-8-2018-UEFA-Nations-League
2018-09-09,France,Netherlands,2,1,UEFA Nations League,Paris,France,FALSE,W,3,L,0,NA,NA,25.142857142857142,26.285714285714285,70.71428571428571,70.71428571428571,2,0,0,0,https://fbref.com/en/matches/17cab1fb/France-Netherlands-September-9-2018-UEFA-Nations-League
2018-09-09,Ukraine,Slovakia,1,0,UEFA Nations League,Lviv,Ukraine,FALSE,W,3,L,0,NA,NA,26,27.571428571428573,70.71428571428571,70.78571428571428,2,2,0,0,https://fbref.com/en/matches/e1ad8e0f/Ukraine-Slovakia-September-9-2018-UEFA-Nations-League
2018-09-09,Denmark,Wales,2,0,UEFA Nations League,Aarhus,Denmark,FALSE,W,3,L,0,NA,NA,27.076923076923077,24.214285714285715,76.15384615384616,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/9465a893/Denmark-Wales-September-9-2018-UEFA-Nations-League
2018-09-09,Bulgaria,Norway,1,0,UEFA Nations League,Sofia,Bulgaria,FALSE,W,3,L,0,NA,NA,26.642857142857142,24.785714285714285,70.71428571428571,70.5,3,5,0,1,https://fbref.com/en/matches/2994a5c1/Bulgaria-Norway-September-9-2018-UEFA-Nations-League
2018-09-09,Cyprus,Slovenia,2,1,UEFA Nations League,Nicosia,Cyprus,FALSE,W,3,L,0,NA,NA,26.428571428571427,25.928571428571427,70.71428571428571,70.71428571428571,2,4,0,0,https://fbref.com/en/matches/b3c62042/Cyprus-Slovenia-September-9-2018-UEFA-Nations-League
2018-09-09,Georgia,Latvia,1,0,UEFA Nations League,Tbilisi,Georgia,FALSE,W,3,L,0,NA,NA,26.285714285714285,27.642857142857142,70.71428571428571,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/240cdc6f/Georgia-Latvia-September-9-2018-UEFA-Nations-League
2018-09-09,Liechtenstein,Gibraltar,2,0,UEFA Nations League,Vaduz,Liechtenstein,FALSE,W,3,L,0,NA,NA,25.214285714285715,25.846153846153847,70.71428571428571,76.15384615384616,3,3,0,0,https://fbref.com/en/matches/c14076f4/Liechtenstein-Gibraltar-September-9-2018-UEFA-Nations-League
2018-09-09,Germany,Peru,2,1,Friendly,Sinsheim,Germany,FALSE,W,3,L,0,NA,NA,25,25.857142857142858,58.23529411764706,70.71428571428571,0,1,0,0,https://fbref.com/en/matches/10b4150b/Germany-Peru-September-9-2018-Friendlies-M
2018-09-10,Portugal,Italy,1,0,UEFA Nations League,Lisbon,Portugal,FALSE,W,3,L,0,NA,NA,25.071428571428573,24.714285714285715,70.71428571428571,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/3f37f4eb/Portugal-Italy-September-10-2018-UEFA-Nations-League
2018-09-10,Scotland,Albania,2,0,UEFA Nations League,Glasgow,Scotland,FALSE,W,3,L,0,NA,NA,26.5,24.5,70.71428571428572,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/6b70fa84/Scotland-Albania-September-10-2018-UEFA-Nations-League
2018-09-10,Montenegro,Lithuania,2,0,UEFA Nations League,Podgorica,Montenegro,FALSE,W,3,L,0,NA,NA,25.428571428571427,27.615384615384617,70.71428571428571,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/14bba295/Montenegro-Lithuania-September-10-2018-UEFA-Nations-League
2018-09-10,Serbia,Romania,2,2,UEFA Nations League,Belgrade,Serbia,FALSE,D,1,D,1,NA,NA,26.285714285714285,25.785714285714285,70.71428571428571,70.71428571428571,1,2,0,0,https://fbref.com/en/matches/96513ae0/Serbia-Romania-September-10-2018-UEFA-Nations-League
2018-09-10,Andorra,Kazakhstan,1,1,UEFA Nations League,Andorra la Vella,Andorra,FALSE,D,1,D,1,NA,NA,27.714285714285715,26.357142857142858,70.71428571428571,69.64285714285714,2,5,0,1,https://fbref.com/en/matches/36a10581/Andorra-Kazakhstan-September-10-2018-UEFA-Nations-League
2018-09-10,Kosovo,Faroe Islands,2,0,UEFA Nations League,Pristina,Kosovo,FALSE,W,3,L,0,NA,NA,24.285714285714285,27.285714285714285,70.71428571428571,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/1f068dae/Kosovo-Faroe-Islands-September-10-2018-UEFA-Nations-League
2018-09-10,Malta,Azerbaijan,1,1,UEFA Nations League,Attard,Malta,FALSE,D,1,D,1,NA,NA,30.714285714285715,26.785714285714285,70.71428571428572,70.71428571428571,3,1,0,0,https://fbref.com/en/matches/3ab9ca09/Malta-Azerbaijan-September-10-2018-UEFA-Nations-League
2018-09-10,Bahrain,China PR,0,0,Friendly,East Riffa,Bahrain,FALSE,D,1,D,1,NA,NA,25.176470588235293,29.11764705882353,58.23529411764705,58.23529411764706,1,2,0,0,https://fbref.com/en/matches/2a0daea0/Bahrain-China-PR-September-10-2018-Friendlies-M
2018-09-10,Cambodia,Malaysia,1,3,Friendly,Phnom Penh,Cambodia,FALSE,L,0,W,3,NA,NA,24.058823529411764,24.647058823529413,58.23529411764705,58.23529411764706,2,3,0,0,https://fbref.com/en/matches/53b67dec/Cambodia-Malaysia-September-10-2018-Friendlies-M
2018-09-10,Kuwait,Iraq,2,2,Friendly,Al Farwaniyah,Kuwait,FALSE,D,1,D,1,NA,NA,26.235294117647058,23.8125,58.23529411764706,61.875,0,1,0,0,https://fbref.com/en/matches/58650828/Kuwait-Iraq-September-10-2018-Friendlies-M
2018-09-10,Russia,Czech Republic,5,1,Friendly,Rostov-on-Don,Russia,FALSE,W,3,L,0,NA,NA,27.294117647058822,25.866666666666667,58.23529411764706,66,0,2,0,0,https://fbref.com/en/matches/435d353f/Russia-Czech-Republic-September-10-2018-Friendlies-M
2018-09-10,Saudi Arabia,Bolivia,2,2,Friendly,Riyadh,Saudi Arabia,FALSE,D,1,D,1,NA,NA,25.875,25.529411764705884,61.875,58.23529411764706,5,3,0,0,https://fbref.com/en/matches/9ce5db76/Saudi-Arabia-Bolivia-September-10-2018-Friendlies-M
2018-09-11,Iceland,Belgium,0,3,UEFA Nations League,Reykjavík,Iceland,FALSE,L,0,W,3,NA,NA,29.071428571428573,27.642857142857142,70.71428571428571,70.71428571428571,1,0,0,0,https://fbref.com/en/matches/1be106bb/Iceland-Belgium-September-11-2018-UEFA-Nations-League
2018-09-11,Spain,Croatia,6,0,UEFA Nations League,Elche,Spain,FALSE,W,3,L,0,NA,NA,26,26.928571428571427,70.71428571428572,70.71428571428571,0,2,0,0,https://fbref.com/en/matches/6a976dab/Spain-Croatia-September-11-2018-UEFA-Nations-League
2018-09-11,Hungary,Greece,2,1,UEFA Nations League,Budapest,Hungary,FALSE,W,3,L,0,NA,NA,26.5,26.46153846153846,70.71428571428571,76.15384615384616,1,3,0,0,https://fbref.com/en/matches/41b7e900/Hungary-Greece-September-11-2018-UEFA-Nations-League
2018-09-11,Finland,Estonia,1,0,UEFA Nations League,Turku,Finland,FALSE,W,3,L,0,NA,NA,26.857142857142858,29.214285714285715,70.71428571428571,70.71428571428571,0,2,0,0,https://fbref.com/en/matches/78235be6/Finland-Estonia-September-11-2018-UEFA-Nations-League
2018-09-11,San Marino,Luxembourg,0,3,UEFA Nations League,Serravalle,San Marino,FALSE,L,0,W,3,NA,NA,25.692307692307693,24.46153846153846,76.15384615384616,76.15384615384616,4,1,0,0,https://fbref.com/en/matches/d09e72c1/San-Marino-Luxembourg-September-11-2018-UEFA-Nations-League
2018-09-11,Moldova,Belarus,0,0,UEFA Nations League,Chișinău,Moldova,FALSE,D,1,D,1,NA,NA,25.714285714285715,29.142857142857142,70.71428571428571,70.71428571428572,1,1,0,0,https://fbref.com/en/matches/e0737b2a/Moldova-Belarus-September-11-2018-UEFA-Nations-League
2018-09-11,Colombia,Argentina,0,0,Friendly,East Rutherford,United States,TRUE,D,1,D,1,NA,NA,25.875,24.647058823529413,61.875,58.23529411764706,4,3,0,0,https://fbref.com/en/matches/19cfecf5/Colombia-Argentina-September-11-2018-Friendlies-M
2018-09-11,Ecuador,Guatemala,2,0,Friendly,Bridgeview,United States,TRUE,W,3,L,0,NA,NA,26.125,27.875,61.875,61.875,3,0,0,0,https://fbref.com/en/matches/295e3fa6/Ecuador-Guatemala-September-11-2018-Friendlies-M
2018-09-11,England,Switzerland,1,0,Friendly,London,England,FALSE,W,3,L,0,NA,NA,24.764705882352942,26.235294117647058,58.23529411764706,58.23529411764706,1,1,0,0,https://fbref.com/en/matches/65049ac4/England-Switzerland-September-11-2018-Friendlies-M
2018-09-11,Gabon,Zambia,0,1,Friendly,Libreville,Gabon,FALSE,L,0,W,3,NA,NA,24.352941176470587,23.375,58.23529411764706,61.875,3,2,0,0,https://fbref.com/en/matches/184b7539/Gabon-Zambia-September-11-2018-Friendlies-M
2018-09-11,Indonesia,Mauritius,1,0,Friendly,Cikarang,Indonesia,FALSE,W,3,L,0,NA,NA,24.294117647058822,25.8,58.23529411764706,66,1,4,0,0,https://fbref.com/en/matches/45234c62/Indonesia-Mauritius-September-11-2018-Friendlies-M
2018-09-11,Jordan,Oman,0,0,Friendly,Amman,Jordan,FALSE,D,1,D,1,NA,NA,27.058823529411764,27.153846153846153,58.23529411764706,76.15384615384616,1,0,0,0,https://fbref.com/en/matches/1d7f563e/Jordan-Oman-September-11-2018-Friendlies-M
2018-09-11,Kenya,Malawi,1,0,Friendly,Nairobi,Kenya,FALSE,W,3,L,0,NA,NA,25.4375,24.76923076923077,61.875,76.15384615384616,1,0,0,0,https://fbref.com/en/matches/c638bb4f/Kenya-Malawi-September-11-2018-Friendlies-M
2018-09-11,Northern Ireland,Israel,3,0,Friendly,Belfast,Northern Ireland,FALSE,W,3,L,0,NA,NA,27.11764705882353,27.11764705882353,58.23529411764706,58.23529411764706,0,1,0,0,https://fbref.com/en/matches/7e174228/Northern-Ireland-Israel-September-11-2018-Friendlies-M
2018-09-11,Panama,Venezuela,0,2,Friendly,Panama City,Panama,FALSE,L,0,W,3,NA,NA,24.133333333333333,25.5625,66,61.875,2,1,0,0,https://fbref.com/en/matches/0317c013/Panama-Venezuela-September-11-2018-Friendlies-M
2018-09-11,Qatar,Palestine,3,0,Friendly,Doha,Qatar,FALSE,W,3,L,0,NA,NA,23.705882352941178,25.928571428571427,58.23529411764706,70.71428571428571,2,1,0,0,https://fbref.com/en/matches/3d20d1ed/Qatar-Palestine-September-11-2018-Friendlies-M
2018-09-11,Singapore,Fiji,2,0,Friendly,Bishan,Singapore,FALSE,W,3,L,0,NA,NA,27.235294117647058,25.714285714285715,58.23529411764706,70.28571428571429,2,5,0,1,https://fbref.com/en/matches/93773cf3/Singapore-Fiji-September-11-2018-Friendlies-M
2018-09-11,United States,Mexico,1,0,Friendly,Nashville,United States,FALSE,W,3,L,0,NA,NA,22.823529411764707,23.933333333333334,58.23529411764706,64.4,3,1,0,1,https://fbref.com/en/matches/3534be55/United-States-Mexico-September-11-2018-Friendlies-M
2018-10-10,Albania,Jordan,0,0,Friendly,Elbasan,Albania,FALSE,D,1,D,1,NA,NA,25.11764705882353,26.4375,58.23529411764706,61.875,2,4,0,0,https://fbref.com/en/matches/c45f5d01/Albania-Jordan-October-10-2018-Friendlies-M
2018-10-10,Indonesia,Myanmar,3,0,Friendly,Cikarang,Indonesia,FALSE,W,3,L,0,NA,NA,25.941176470588236,22,58.23529411764706,58.23529411764706,0,2,0,0,https://fbref.com/en/matches/e9e7b30c/Indonesia-Myanmar-October-10-2018-Friendlies-M
2018-10-10,Italy,Ukraine,1,1,Friendly,Genoa,Italy,FALSE,D,1,D,1,NA,NA,25.88235294117647,26.11764705882353,58.23529411764706,58.23529411764706,2,2,0,0,https://fbref.com/en/matches/a70380ce/Italy-Ukraine-October-10-2018-Friendlies-M
2018-10-11,Poland,Portugal,2,3,UEFA Nations League,Chorzów,Poland,FALSE,L,0,W,3,NA,NA,27.5,25.428571428571427,70.71428571428571,70.71428571428571,2,4,0,0,https://fbref.com/en/matches/7ef325a6/Poland-Portugal-October-11-2018-UEFA-Nations-League
2018-10-11,Russia,Sweden,0,0,UEFA Nations League,Kaliningrad,Russia,FALSE,D,1,D,1,NA,NA,27.307692307692307,28.23076923076923,76.15384615384616,76.15384615384616,3,1,0,0,https://fbref.com/en/matches/36fe9cc8/Russia-Sweden-October-11-2018-UEFA-Nations-League
2018-10-11,Israel,Scotland,2,1,UEFA Nations League,Haifa,Israel,FALSE,W,3,L,0,NA,NA,28.071428571428573,26.285714285714285,70.71428571428572,68.57142857142857,2,3,0,1,https://fbref.com/en/matches/f67c774c/Israel-Scotland-October-11-2018-UEFA-Nations-League
2018-10-11,Montenegro,Serbia,0,2,UEFA Nations League,Podgorica,Montenegro,FALSE,L,0,W,3,NA,NA,26.285714285714285,24.5,70.71428571428572,70.71428571428571,3,2,0,0,https://fbref.com/en/matches/7ae89518/Montenegro-Serbia-October-11-2018-UEFA-Nations-League
2018-10-11,Lithuania,Romania,1,2,UEFA Nations League,Vilnius,Lithuania,FALSE,L,0,W,3,NA,NA,28.5,27.285714285714285,70.71428571428572,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/a37e09cf/Lithuania-Romania-October-11-2018-UEFA-Nations-League
2018-10-11,Faroe Islands,Azerbaijan,0,3,UEFA Nations League,Tórshavn,Faroe Islands,FALSE,L,0,W,3,NA,NA,27.642857142857142,26.928571428571427,70.71428571428571,70.71428571428571,4,3,0,0,https://fbref.com/en/matches/dd26ff93/Faroe-Islands-Azerbaijan-October-11-2018-UEFA-Nations-League
2018-10-11,Kosovo,Malta,3,1,UEFA Nations League,Pristina,Kosovo,FALSE,W,3,L,0,NA,NA,23.857142857142858,29.857142857142858,70.71428571428571,69.21428571428572,2,4,0,1,https://fbref.com/en/matches/501c2923/Kosovo-Malta-October-11-2018-UEFA-Nations-League
2018-10-11,Bahrain,Syria,0,1,Friendly,East Riffa,Bahrain,FALSE,L,0,W,3,NA,NA,27.25,27.176470588235293,61.875,58.23529411764706,0,0,0,0,https://fbref.com/en/matches/806c80be/Bahrain-Syria-October-11-2018-Friendlies-M
2018-10-11,France,Iceland,2,2,Friendly,Guingamp,France,FALSE,D,1,D,1,NA,NA,25.0625,28.705882352941178,61.875,58.23529411764706,1,5,0,0,https://fbref.com/en/matches/83a99c8c/France-Iceland-October-11-2018-Friendlies-M
2018-10-11,Hong Kong,Thailand,0,1,Friendly,Hong Kong,Hong Kong,FALSE,L,0,W,3,NA,NA,30.41176470588235,26.294117647058822,58.23529411764706,58.23529411764705,3,3,0,0,https://fbref.com/en/matches/e4f6e018/Hong-Kong-Thailand-October-11-2018-Friendlies-M
2018-10-11,Kuwait,Lebanon,1,0,Friendly,Kuwait City,Kuwait,FALSE,W,3,L,0,NA,NA,28.11764705882353,28.058823529411764,58.23529411764706,58.23529411764706,1,1,0,0,https://fbref.com/en/matches/09e9b1ed/Kuwait-Lebanon-October-11-2018-Friendlies-M
2018-10-11,Mexico,Costa Rica,3,2,Friendly,San Nicolás de los Garza,Mexico,FALSE,W,3,L,0,NA,NA,23.625,25.941176470588236,61.875,58.23529411764706,2,3,0,0,https://fbref.com/en/matches/19bbdaca/Mexico-Costa-Rica-October-11-2018-Friendlies-M
2018-10-11,United States,Colombia,2,4,Friendly,Tampa,United States,FALSE,L,0,W,3,NA,NA,23.625,26.88235294117647,61.875,58.23529411764705,2,1,0,0,https://fbref.com/en/matches/da5b2a30/United-States-Colombia-October-11-2018-Friendlies-M
2018-10-11,Wales,Spain,1,4,Friendly,Cardiff,Wales,FALSE,L,0,W,3,NA,NA,25.58823529411765,26.11764705882353,58.23529411764706,58.23529411764706,0,0,0,0,https://fbref.com/en/matches/886d902b/Wales-Spain-October-11-2018-Friendlies-M
2018-10-12,Belgium,Switzerland,2,1,UEFA Nations League,Brussels,Belgium,FALSE,W,3,L,0,NA,NA,27.5,25.5,70.71428571428571,70.71428571428571,0,0,0,0,https://fbref.com/en/matches/ca1d5d41/Belgium-Switzerland-October-12-2018-UEFA-Nations-League
2018-10-12,Croatia,England,0,0,UEFA Nations League,Rijeka,Croatia,FALSE,D,1,D,1,NA,NA,26.928571428571427,23.666666666666668,70.71428571428572,82.5,3,3,0,0,https://fbref.com/en/matches/55926c9f/Croatia-England-October-12-2018-UEFA-Nations-League
2018-10-12,Austria,Northern Ireland,1,0,UEFA Nations League,Vienna,Austria,FALSE,W,3,L,0,NA,NA,26.928571428571427,26.428571428571427,70.71428571428571,70.71428571428572,0,2,0,0,https://fbref.com/en/matches/9ae84189/Austria-Northern-Ireland-October-12-2018-UEFA-Nations-League
2018-10-12,Estonia,Finland,0,1,UEFA Nations League,Tallinn,Estonia,FALSE,L,0,W,3,NA,NA,28.928571428571427,26.785714285714285,70.71428571428572,70.71428571428572,2,3,0,0,https://fbref.com/en/matches/4783dd34/Estonia-Finland-October-12-2018-UEFA-Nations-League
2018-10-12,Greece,Hungary,1,0,UEFA Nations League,Athens,Greece,FALSE,W,3,L,0,NA,NA,26.928571428571427,25.714285714285715,70.71428571428572,70.71428571428572,3,5,0,0,https://fbref.com/en/matches/95d09f24/Greece-Hungary-October-12-2018-UEFA-Nations-League
2018-10-12,Belarus,Luxembourg,1,0,UEFA Nations League,Minsk,Belarus,FALSE,W,3,L,0,NA,NA,28.928571428571427,25,70.71428571428571,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/9a7be796/Belarus-Luxembourg-October-12-2018-UEFA-Nations-League
2018-10-12,Moldova,San Marino,2,0,UEFA Nations League,Chișinău,Moldova,FALSE,W,3,L,0,NA,NA,26.214285714285715,26.571428571428573,70.71428571428571,70.71428571428571,0,3,0,0,https://fbref.com/en/matches/c33fa26f/Moldova-San-Marino-October-12-2018-UEFA-Nations-League
2018-10-12,Cambodia,Timor-Leste,2,2,Friendly,Phnom Penh,Cambodia,FALSE,D,1,D,1,NA,NA,24.58823529411765,19.823529411764707,58.23529411764706,58.23529411764706,2,1,0,0,https://fbref.com/en/matches/022dee94/Cambodia-Timor-Leste-October-12-2018-Friendlies-M
2018-10-12,Peru,Chile,3,0,Friendly,Miami Gardens,United States,TRUE,W,3,L,0,NA,NA,26.375,26.933333333333334,61.875,66,0,0,0,0,https://fbref.com/en/matches/5e50c4b4/Peru-Chile-October-12-2018-Friendlies-M
2018-10-12,Qatar,Ecuador,4,3,Friendly,Doha,Qatar,FALSE,W,3,L,0,NA,NA,25.1875,24,61.875,60.6875,1,4,0,2,https://fbref.com/en/matches/fafdc0b4/Qatar-Ecuador-October-12-2018-Friendlies-M
2018-10-12,Saudi Arabia,Brazil,0,2,Friendly,Riyadh,Saudi Arabia,FALSE,L,0,W,3,NA,NA,28.1875,24.866666666666667,61.5,66,1,0,1,0,https://fbref.com/en/matches/6de20f3d/Saudi-Arabia-Brazil-October-12-2018-Friendlies-M
2018-10-12,Singapore,Mongolia,2,0,Friendly,Bishan,Singapore,FALSE,W,3,L,0,NA,NA,25.823529411764707,24.11764705882353,58.23529411764705,58.23529411764706,2,2,0,0,https://fbref.com/en/matches/5721ebfb/Singapore-Mongolia-October-12-2018-Friendlies-M
2018-10-12,Sri Lanka,Malaysia,1,4,Friendly,Colombo,Sri Lanka,FALSE,L,0,W,3,NA,NA,24.785714285714285,24.823529411764707,70.71428571428572,58.23529411764706,2,0,0,0,https://fbref.com/en/matches/65693a6c/Sri-Lanka-Malaysia-October-12-2018-Friendlies-M
2018-10-13,Netherlands,Germany,3,0,UEFA Nations League,Amsterdam,Netherlands,FALSE,W,3,L,0,NA,NA,24.714285714285715,26.071428571428573,70.71428571428571,70.71428571428571,0,0,0,0,https://fbref.com/en/matches/d98d4f38/Netherlands-Germany-October-13-2018-UEFA-Nations-League
2018-10-13,Slovakia,Czech Republic,1,2,UEFA Nations League,Trnava,Slovakia,FALSE,L,0,W,3,NA,NA,27.928571428571427,26.357142857142858,70.64285714285714,70.71428571428572,3,3,0,0,https://fbref.com/en/matches/e9215962/Slovakia-Czech-Republic-October-13-2018-UEFA-Nations-League
2018-10-13,Norway,Slovenia,1,0,UEFA Nations League,Oslo,Norway,FALSE,W,3,L,0,NA,NA,26.571428571428573,26.142857142857142,70.71428571428571,70.71428571428571,1,1,0,0,https://fbref.com/en/matches/bae7ebcf/Norway-Slovenia-October-13-2018-UEFA-Nations-League
2018-10-13,Bulgaria,Cyprus,2,1,UEFA Nations League,Sofia,Bulgaria,FALSE,W,3,L,0,NA,NA,26.928571428571427,27.142857142857142,70.71428571428571,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/65a5b210/Bulgaria-Cyprus-October-13-2018-UEFA-Nations-League
2018-10-13,Latvia,Kazakhstan,1,1,UEFA Nations League,Riga,Latvia,FALSE,D,1,D,1,NA,NA,27,25.714285714285715,70.71428571428571,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/870818b6/Latvia-Kazakhstan-October-13-2018-UEFA-Nations-League
2018-10-13,Georgia,Andorra,3,0,UEFA Nations League,Tbilisi,Georgia,FALSE,W,3,L,0,NA,NA,26.214285714285715,28.571428571428573,70.71428571428571,70.64285714285714,1,4,0,1,https://fbref.com/en/matches/7e807459/Georgia-Andorra-October-13-2018-UEFA-Nations-League
2018-10-13,Armenia,Gibraltar,0,1,UEFA Nations League,Yerevan,Armenia,FALSE,L,0,W,3,NA,NA,28.714285714285715,25.785714285714285,70.71428571428571,70.71428571428571,2,4,0,0,https://fbref.com/en/matches/0d7e9f7d/Armenia-Gibraltar-October-13-2018-UEFA-Nations-League
2018-10-13,Myanmar,Bolivia,0,3,Friendly,Yangon,Myanmar,FALSE,L,0,W,3,NA,NA,23.0625,24.470588235294116,61.875,58.23529411764706,0,1,0,0,https://fbref.com/en/matches/1adcb773/Myanmar-Bolivia-October-13-2018-Friendlies-M
2018-10-14,Poland,Italy,0,1,UEFA Nations League,Chorzów,Poland,FALSE,L,0,W,3,NA,NA,26.5,25.53846153846154,70.71428571428571,76.15384615384616,0,1,0,0,https://fbref.com/en/matches/c037207f/Poland-Italy-October-14-2018-UEFA-Nations-League
2018-10-14,Israel,Albania,2,0,UEFA Nations League,Beer Sheva,Israel,FALSE,W,3,L,0,NA,NA,27.642857142857142,25.923076923076923,70.71428571428571,76.15384615384616,2,3,0,0,https://fbref.com/en/matches/f78c03ed/Israel-Albania-October-14-2018-UEFA-Nations-League
2018-10-14,Romania,Serbia,0,0,UEFA Nations League,Bucharest,Romania,FALSE,D,1,D,1,NA,NA,25.928571428571427,24.615384615384617,67.35714285714286,76.15384615384616,2,3,1,0,https://fbref.com/en/matches/19273fbf/Romania-Serbia-October-14-2018-UEFA-Nations-League
2018-10-14,Lithuania,Montenegro,1,4,UEFA Nations League,Vilnius,Lithuania,FALSE,L,0,W,3,NA,NA,26.53846153846154,26,70.71428571428571,70.71428571428572,1,1,0,0,https://fbref.com/en/matches/12088c38/Lithuania-Montenegro-October-14-2018-UEFA-Nations-League
2018-10-14,Faroe Islands,Kosovo,1,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE,D,1,D,1,NA,NA,27.307692307692307,24.071428571428573,76.15384615384616,70.71428571428571,2,2,0,0,https://fbref.com/en/matches/eb35be43/Faroe-Islands-Kosovo-October-14-2018-UEFA-Nations-League
2018-10-14,Azerbaijan,Malta,1,1,UEFA Nations League,Baku,Azerbaijan,FALSE,D,1,D,1,NA,NA,26.923076923076923,28.785714285714285,76.15384615384616,70.71428571428571,0,4,0,0,https://fbref.com/en/matches/e8a27e09/Azerbaijan-Malta-October-14-2018-UEFA-Nations-League
2018-10-14,Scotland,Portugal,1,3,Friendly,Glasgow,Scotland,FALSE,L,0,W,3,NA,NA,26.285714285714285,25.705882352941178,70.71428571428572,58.23529411764705,0,1,0,0,https://fbref.com/en/matches/8099a82f/Scotland-Portugal-October-14-2018-Friendlies-M
2018-10-15,Iceland,Switzerland,1,2,UEFA Nations League,Reykjavík,Iceland,FALSE,L,0,W,3,NA,NA,28.76923076923077,24.928571428571427,76.15384615384616,70.71428571428571,1,2,0,0,https://fbref.com/en/matches/d4bee4e3/Iceland-Switzerland-October-15-2018-UEFA-Nations-League
2018-10-15,Spain,England,2,3,UEFA Nations League,Seville,Spain,FALSE,L,0,W,3,NA,NA,26.428571428571427,23.428571428571427,70.71428571428571,70.71428571428571,4,3,0,0,https://fbref.com/en/matches/b662f46b/Spain-England-October-15-2018-UEFA-Nations-League
2018-10-15,Estonia,Hungary,3,3,UEFA Nations League,Tallinn,Estonia,FALSE,D,1,D,1,NA,NA,28.53846153846154,26,76.15384615384616,70.71428571428571,3,2,0,0,https://fbref.com/en/matches/db307087/Estonia-Hungary-October-15-2018-UEFA-Nations-League
2018-10-15,Finland,Greece,2,0,UEFA Nations League,Tampere,Finland,FALSE,W,3,L,0,NA,NA,26.071428571428573,27.142857142857142,70.71428571428571,70.71428571428572,0,1,0,0,https://fbref.com/en/matches/b4f6a82c/Finland-Greece-October-15-2018-UEFA-Nations-League
2018-10-15,Luxembourg,San Marino,3,0,UEFA Nations League,Luxembourg City,Luxembourg,FALSE,W,3,L,0,NA,NA,24.071428571428573,26.142857142857142,70.71428571428572,68.07142857142857,0,3,0,1,https://fbref.com/en/matches/c1616def/Luxembourg-San-Marino-October-15-2018-UEFA-Nations-League
2018-10-15,Belarus,Moldova,0,0,UEFA Nations League,Minsk,Belarus,FALSE,D,1,D,1,NA,NA,29.5,26.428571428571427,70.71428571428572,70.71428571428571,4,3,0,0,https://fbref.com/en/matches/d29138d4/Belarus-Moldova-October-15-2018-UEFA-Nations-League
